Date,Land Class,Land Category,Commodity,Volume
04/01/2020,Federal,Onshore,Oil Prod Vol (bbl),26081158
04/01/2020,Federal,Onshore,Gas Prod Vol (mcf),267721990
04/01/2020,Native American,Onshore,Coal Prod Vol (tons),582654
04/01/2020,Federal,Offshore,Oil Prod Vol (bbl),57731199
04/01/2020,Federal,Offshore,Gas Prod Vol (mcf),83999738
04/01/2020,Federal,Onshore,Coal Prod Vol (tons),16640682
04/01/2020,Native American,Onshore,Gas Prod Vol (mcf),31409279
05/01/2020,Native American,Onshore,Gas Prod Vol (mcf),27638808
05/01/2020,Native American,Onshore,Coal Prod Vol (tons),380998
05/01/2020,Federal,Offshore,Oil Prod Vol (bbl),50182887
05/01/2020,Federal,Offshore,Gas Prod Vol (mcf),67992154
05/01/2020,Federal,Onshore,Gas Prod Vol (mcf),256805687
05/01/2020,Federal,Onshore,Oil Prod Vol (bbl),21138724
05/01/2020,Federal,Onshore,Coal Prod Vol (tons),17586691
05/01/2020,Native American,Onshore,Oil Prod Vol (bbl),5588127
06/01/2020,Federal,Offshore,Gas Prod Vol (mcf),65427153
06/01/2020,Federal,Onshore,Gas Prod Vol (mcf),252504651
06/01/2020,Federal,Onshore,Oil Prod Vol (bbl),22652668
06/01/2020,Federal,Onshore,Coal Prod Vol (tons),17628063
06/01/2020,Native American,Onshore,Coal Prod Vol (tons),324627
06/01/2020,Native American,Onshore,Oil Prod Vol (bbl),7018658
06/01/2020,Native American,Onshore,Gas Prod Vol (mcf),28898258
06/01/2020,Federal,Offshore,Oil Prod Vol (bbl),47050330
07/01/2020,Federal,Offshore,Oil Prod Vol (bbl),51762282
07/01/2020,Federal,Onshore,Gas Prod Vol (mcf),265198264
07/01/2020,Federal,Onshore,Oil Prod Vol (bbl),24987700
07/01/2020,Federal,Onshore,Coal Prod Vol (tons),18744268
07/01/2020,Native American,Onshore,Gas Prod Vol (mcf),30279064
07/01/2020,Federal,Offshore,Gas Prod Vol (mcf),71952032
07/01/2020,Native American,Onshore,Coal Prod Vol (tons),456822
07/01/2020,Native American,Onshore,Oil Prod Vol (bbl),7573628
08/01/2020,Federal,Onshore,Gas Prod Vol (mcf),266196391
08/01/2020,Native American,Onshore,Gas Prod Vol (mcf),31185667
08/01/2020,Native American,Onshore,Oil Prod Vol (bbl),7838797
08/01/2020,Native American,Onshore,Coal Prod Vol (tons),811777
08/01/2020,Federal,Offshore,Oil Prod Vol (bbl),37284116
08/01/2020,Federal,Offshore,Gas Prod Vol (mcf),47669932
08/01/2020,Federal,Onshore,Oil Prod Vol (bbl),26171300
08/01/2020,Federal,Onshore,Coal Prod Vol (tons),21662515
09/01/2020,Federal,Offshore,Gas Prod Vol (mcf),52505680
09/01/2020,Federal,Onshore,Coal Prod Vol (tons),20929316
09/01/2020,Federal,Onshore,Gas Prod Vol (mcf),260161258
09/01/2020,Native American,Onshore,Gas Prod Vol (mcf),30575057
09/01/2020,Native American,Onshore,Oil Prod Vol (bbl),7621545
09/01/2020,Federal,Onshore,Oil Prod Vol (bbl),26128209
09/01/2020,Native American,Onshore,Coal Prod Vol (tons),486541
09/01/2020,Federal,Offshore,Oil Prod Vol (bbl),46464764
10/01/2020,Federal,Offshore,Gas Prod Vol (mcf),42476990
10/01/2020,Federal,Onshore,Coal Prod Vol (tons),19441593
10/01/2020,Federal,Onshore,Oil Prod Vol (bbl),29218736
10/01/2020,Federal,Onshore,Gas Prod Vol (mcf),269696250
10/01/2020,Federal,Offshore,Oil Prod Vol (bbl),33409074
10/01/2020,Native American,Onshore,Coal Prod Vol (tons),681669
10/01/2020,Native American,Onshore,Oil Prod Vol (bbl),8110138
10/01/2020,Native American,Onshore,Gas Prod Vol (mcf),31721430
11/01/2020,Native American,Onshore,Oil Prod Vol (bbl),8248241
11/01/2020,Federal,Offshore,Gas Prod Vol (mcf),64200607
11/01/2020,Federal,Offshore,Oil Prod Vol (bbl),52060210
11/01/2020,Native American,Onshore,Coal Prod Vol (tons),506081
11/01/2020,Native American,Onshore,Gas Prod Vol (mcf),31285769
11/01/2020,Federal,Onshore,Gas Prod Vol (mcf),266150490
11/01/2020,Federal,Onshore,Oil Prod Vol (bbl),28058968
11/01/2020,Federal,Onshore,Coal Prod Vol (tons),21158487
12/01/2020,Federal,Offshore,Gas Prod Vol (mcf),71408291
12/01/2020,Native American,Onshore,Oil Prod Vol (bbl),8107483
12/01/2020,Native American,Onshore,Coal Prod Vol (tons),420167
12/01/2020,Native American,Onshore,Gas Prod Vol (mcf),31646246
12/01/2020,Federal,Offshore,Oil Prod Vol (bbl),56739600
12/01/2020,Federal,Onshore,Gas Prod Vol (mcf),271067634
12/01/2020,Federal,Onshore,Oil Prod Vol (bbl),28374039
12/01/2020,Federal,Onshore,Coal Prod Vol (tons),20593483
01/01/2021,Native American,Onshore,Coal Prod Vol (tons),608236
01/01/2021,Federal,Offshore,Oil Prod Vol (bbl),56537786
01/01/2021,Federal,Onshore,Oil Prod Vol (bbl),29168656
01/01/2021,Federal,Onshore,Coal Prod Vol (tons),20200911
01/01/2021,Federal,Onshore,Gas Prod Vol (mcf),271570739
01/01/2021,Native American,Onshore,Gas Prod Vol (mcf),31438907
01/01/2021,Native American,Onshore,Oil Prod Vol (bbl),7994838
01/01/2021,Federal,Offshore,Gas Prod Vol (mcf),75727360
02/01/2021,Federal,Onshore,Coal Prod Vol (tons),16788034
02/01/2021,Federal,Onshore,Oil Prod Vol (bbl),25078678
02/01/2021,Federal,Onshore,Gas Prod Vol (mcf),240657030
02/01/2021,Federal,Offshore,Oil Prod Vol (bbl),50648844
02/01/2021,Federal,Offshore,Gas Prod Vol (mcf),67785413
02/01/2021,Native American,Onshore,Coal Prod Vol (tons),248471
02/01/2021,Native American,Onshore,Oil Prod Vol (bbl),6299528
02/01/2021,Native American,Onshore,Gas Prod Vol (mcf),26284547
03/01/2021,Federal,Onshore,Coal Prod Vol (tons),21175115
03/01/2021,Federal,Offshore,Oil Prod Vol (bbl),58668182
03/01/2021,Federal,Offshore,Gas Prod Vol (mcf),77973410
03/01/2021,Native American,Onshore,Gas Prod Vol (mcf),31122664
03/01/2021,Native American,Onshore,Oil Prod Vol (bbl),6968107
03/01/2021,Federal,Onshore,Oil Prod Vol (bbl),31485630
03/01/2021,Federal,Onshore,Gas Prod Vol (mcf),277134687
03/01/2021,Native American,Onshore,Coal Prod Vol (tons),445654
04/01/2021,Native American,Onshore,Gas Prod Vol (mcf),30135850
04/01/2021,Native American,Onshore,Coal Prod Vol (tons),443191
04/01/2021,Federal,Onshore,Gas Prod Vol (mcf),273700062
04/01/2021,Federal,Onshore,Oil Prod Vol (bbl),32041322
04/01/2021,Federal,Onshore,Coal Prod Vol (tons),19646932
04/01/2021,Federal,Offshore,Oil Prod Vol (bbl),54231455
04/01/2021,Federal,Offshore,Gas Prod Vol (mcf),73295480
04/01/2021,Native American,Onshore,Oil Prod Vol (bbl),6717715
05/01/2021,Federal,Offshore,Gas Prod Vol (mcf),75324075
05/01/2021,Native American,Onshore,Coal Prod Vol (tons),217087
05/01/2021,Federal,Onshore,Oil Prod Vol (bbl),33904850
05/01/2021,Federal,Onshore,Coal Prod Vol (tons),23369615
05/01/2021,Native American,Onshore,Gas Prod Vol (mcf),31465513
05/01/2021,Native American,Onshore,Oil Prod Vol (bbl),7166910
05/01/2021,Federal,Onshore,Gas Prod Vol (mcf),284606675
05/01/2021,Federal,Offshore,Oil Prod Vol (bbl),56724243
06/01/2021,Federal,Offshore,Oil Prod Vol (bbl),53947179
06/01/2021,Native American,Onshore,Gas Prod Vol (mcf),30656256
06/01/2021,Native American,Onshore,Oil Prod Vol (bbl),7542430
06/01/2021,Native American,Onshore,Coal Prod Vol (tons),636423
06/01/2021,Federal,Onshore,Gas Prod Vol (mcf),274350076
06/01/2021,Federal,Onshore,Oil Prod Vol (bbl),33730362
06/01/2021,Federal,Onshore,Coal Prod Vol (tons),22685365
06/01/2021,Federal,Offshore,Gas Prod Vol (mcf),70715904
07/01/2021,Native American,Onshore,Gas Prod Vol (mcf),30533576
07/01/2021,Federal,Onshore,Gas Prod Vol (mcf),286994739
07/01/2021,Federal,Onshore,Oil Prod Vol (bbl),34841906
07/01/2021,Federal,Onshore,Coal Prod Vol (tons),20460271
07/01/2021,Federal,Offshore,Oil Prod Vol (bbl),57713720
07/01/2021,Federal,Offshore,Gas Prod Vol (mcf),74711789
07/01/2021,Native American,Onshore,Coal Prod Vol (tons),637267
07/01/2021,Native American,Onshore,Oil Prod Vol (bbl),7118607
08/01/2021,Native American,Onshore,Gas Prod Vol (mcf),31121057
08/01/2021,Native American,Onshore,Oil Prod Vol (bbl),7698200
08/01/2021,Federal,Offshore,Gas Prod Vol (mcf),64622573
08/01/2021,Federal,Offshore,Oil Prod Vol (bbl),48408284
08/01/2021,Native American,Onshore,Coal Prod Vol (tons),329302
08/01/2021,Federal,Onshore,Oil Prod Vol (bbl),36494985
08/01/2021,Federal,Onshore,Gas Prod Vol (mcf),288910050
08/01/2021,Federal,Onshore,Coal Prod Vol (tons),23674527
09/01/2021,Native American,Onshore,Gas Prod Vol (mcf),31058628
09/01/2021,Native American,Onshore,Oil Prod Vol (bbl),7801242
09/01/2021,Native American,Onshore,Coal Prod Vol (tons),516764
09/01/2021,Federal,Onshore,Gas Prod Vol (mcf),284567230
09/01/2021,Federal,Onshore,Oil Prod Vol (bbl),35491833
09/01/2021,Federal,Offshore,Oil Prod Vol (bbl),32236285
09/01/2021,Federal,Onshore,Coal Prod Vol (tons),23389963
09/01/2021,Federal,Offshore,Gas Prod Vol (mcf),37728913
10/01/2021,Federal,Offshore,Oil Prod Vol (bbl),52277625
10/01/2021,Native American,Onshore,Gas Prod Vol (mcf),31961578
10/01/2021,Native American,Onshore,Oil Prod Vol (bbl),8097535
10/01/2021,Native American,Onshore,Coal Prod Vol (tons),528526
10/01/2021,Federal,Onshore,Coal Prod Vol (tons),23755832
10/01/2021,Federal,Onshore,Oil Prod Vol (bbl),37471732
10/01/2021,Federal,Onshore,Gas Prod Vol (mcf),298376229
10/01/2021,Federal,Offshore,Gas Prod Vol (mcf),63292104
11/01/2021,Federal,Onshore,Oil Prod Vol (bbl),36428615
11/01/2021,Federal,Onshore,Coal Prod Vol (tons),23845757
11/01/2021,Federal,Offshore,Gas Prod Vol (mcf),69851648
11/01/2021,Federal,Offshore,Oil Prod Vol (bbl),53454059
11/01/2021,Native American,Onshore,Oil Prod Vol (bbl),7785484
11/01/2021,Native American,Onshore,Coal Prod Vol (tons),400951
11/01/2021,Native American,Onshore,Gas Prod Vol (mcf),31284688
11/01/2021,Federal,Onshore,Gas Prod Vol (mcf),289412946
12/01/2021,Native American,Onshore,Coal Prod Vol (tons),513215
12/01/2021,Federal,Onshore,Coal Prod Vol (tons),22398856
12/01/2021,Native American,Onshore,Oil Prod Vol (bbl),7470869
12/01/2021,Native American,Onshore,Gas Prod Vol (mcf),30868368
12/01/2021,Federal,Offshore,Gas Prod Vol (mcf),73056138
12/01/2021,Federal,Offshore,Oil Prod Vol (bbl),53180526
12/01/2021,Federal,Onshore,Gas Prod Vol (mcf),297438792
12/01/2021,Federal,Onshore,Oil Prod Vol (bbl),37018536
01/01/2022,Federal,Onshore,Gas Prod Vol (mcf),292916884
01/01/2022,Federal,Offshore,Gas Prod Vol (mcf),70015254
01/01/2022,Federal,Offshore,Oil Prod Vol (bbl),53093909
01/01/2022,Federal,Onshore,Oil Prod Vol (bbl),37128791
01/01/2022,Federal,Onshore,Coal Prod Vol (tons),22396201
01/01/2022,Native American,Onshore,Gas Prod Vol (mcf),29897484
01/01/2022,Native American,Onshore,Oil Prod Vol (bbl),7062123
01/01/2022,Native American,Onshore,Coal Prod Vol (tons),568958
02/01/2022,Federal,Onshore,Gas Prod Vol (mcf),267769221
02/01/2022,Federal,Onshore,Oil Prod Vol (bbl),34810949
02/01/2022,Native American,Onshore,Oil Prod Vol (bbl),6303170
02/01/2022,Native American,Onshore,Gas Prod Vol (mcf),26995913
02/01/2022,Federal,Onshore,Coal Prod Vol (tons),21054171
02/01/2022,Federal,Offshore,Oil Prod Vol (bbl),45434397
02/01/2022,Federal,Offshore,Gas Prod Vol (mcf),60431965
02/01/2022,Native American,Onshore,Coal Prod Vol (tons),491451
03/01/2022,Federal,Onshore,Oil Prod Vol (bbl),39663412
03/01/2022,Federal,Onshore,Coal Prod Vol (tons),22686365
03/01/2022,Native American,Onshore,Oil Prod Vol (bbl),6734458
03/01/2022,Native American,Onshore,Gas Prod Vol (mcf),30114297
03/01/2022,Federal,Offshore,Gas Prod Vol (mcf),68238611
03/01/2022,Native American,Onshore,Coal Prod Vol (tons),649954
03/01/2022,Federal,Offshore,Oil Prod Vol (bbl),52506760
03/01/2022,Federal,Onshore,Gas Prod Vol (mcf),305088831
04/01/2022,Federal,Offshore,Oil Prod Vol (bbl),52885138
04/01/2022,Native American,Onshore,Oil Prod Vol (bbl),5577532
04/01/2022,Native American,Onshore,Coal Prod Vol (tons),530553
04/01/2022,Federal,Onshore,Gas Prod Vol (mcf),301888145
04/01/2022,Native American,Onshore,Gas Prod Vol (mcf),27048782
04/01/2022,Federal,Onshore,Oil Prod Vol (bbl),38786298
04/01/2022,Federal,Onshore,Coal Prod Vol (tons),19369505
04/01/2022,Federal,Offshore,Gas Prod Vol (mcf),68806104
05/01/2022,Native American,Onshore,Gas Prod Vol (mcf),29644846
05/01/2022,Federal,Offshore,Gas Prod Vol (mcf),65387362
05/01/2022,Federal,Offshore,Oil Prod Vol (bbl),50093134
05/01/2022,Federal,Onshore,Gas Prod Vol (mcf),310239695
05/01/2022,Federal,Onshore,Oil Prod Vol (bbl),41646291
05/01/2022,Federal,Onshore,Coal Prod Vol (tons),21055426
05/01/2022,Native American,Onshore,Coal Prod Vol (tons),598744
05/01/2022,Native American,Onshore,Oil Prod Vol (bbl),6821099
06/01/2022,Federal,Offshore,Gas Prod Vol (mcf),67589211
06/01/2022,Federal,Offshore,Oil Prod Vol (bbl),52384815
06/01/2022,Federal,Onshore,Gas Prod Vol (mcf),301427703
06/01/2022,Federal,Onshore,Oil Prod Vol (bbl),40681873
06/01/2022,Federal,Onshore,Coal Prod Vol (tons),20567998
06/01/2022,Native American,Onshore,Gas Prod Vol (mcf),29162125
06/01/2022,Native American,Onshore,Oil Prod Vol (bbl),6842592
06/01/2022,Native American,Onshore,Coal Prod Vol (tons),737064
07/01/2022,Federal,Offshore,Gas Prod Vol (mcf),69748154
07/01/2022,Federal,Offshore,Oil Prod Vol (bbl),53796488
07/01/2022,Native American,Onshore,Coal Prod Vol (tons),656987
07/01/2022,Native American,Onshore,Gas Prod Vol (mcf),29934449
07/01/2022,Native American,Onshore,Oil Prod Vol (bbl),6871821
07/01/2022,Federal,Onshore,Coal Prod Vol (tons),23884217
07/01/2022,Federal,Onshore,Oil Prod Vol (bbl),41725299
07/01/2022,Federal,Onshore,Gas Prod Vol (mcf),318382824
08/01/2022,Federal,Offshore,Gas Prod Vol (mcf),70715107
08/01/2022,Federal,Onshore,Coal Prod Vol (tons),25685228
08/01/2022,Federal,Onshore,Oil Prod Vol (bbl),41948723
08/01/2022,Federal,Onshore,Gas Prod Vol (mcf),313641552
08/01/2022,Native American,Onshore,Gas Prod Vol (mcf),30103127
08/01/2022,Native American,Onshore,Oil Prod Vol (bbl),6876508
08/01/2022,Native American,Onshore,Coal Prod Vol (tons),804520
08/01/2022,Federal,Offshore,Oil Prod Vol (bbl),54848334
09/01/2022,Native American,Onshore,Coal Prod Vol (tons),576935
09/01/2022,Federal,Onshore,Gas Prod Vol (mcf),311447898
09/01/2022,Federal,Offshore,Gas Prod Vol (mcf),68169570
09/01/2022,Federal,Offshore,Oil Prod Vol (bbl),54981656
09/01/2022,Federal,Onshore,Coal Prod Vol (tons),23552971
09/01/2022,Federal,Onshore,Oil Prod Vol (bbl),41936721
09/01/2022,Native American,Onshore,Gas Prod Vol (mcf),28888198
09/01/2022,Native American,Onshore,Oil Prod Vol (bbl),6631380
10/01/2022,Federal,Onshore,Oil Prod Vol (bbl),44206781
10/01/2022,Federal,Onshore,Gas Prod Vol (mcf),326837323
10/01/2022,Native American,Onshore,Oil Prod Vol (bbl),6920963
10/01/2022,Native American,Onshore,Coal Prod Vol (tons),569432
10/01/2022,Native American,Onshore,Gas Prod Vol (mcf),29877292
10/01/2022,Federal,Offshore,Gas Prod Vol (mcf),69839654
10/01/2022,Federal,Offshore,Oil Prod Vol (bbl),55810736
10/01/2022,Federal,Onshore,Coal Prod Vol (tons),23488370
11/01/2022,Native American,Onshore,Coal Prod Vol (tons),607974
11/01/2022,Native American,Onshore,Gas Prod Vol (mcf),28169423
11/01/2022,Native American,Onshore,Oil Prod Vol (bbl),6417558
11/01/2022,Federal,Offshore,Gas Prod Vol (mcf),67951950
11/01/2022,Federal,Offshore,Oil Prod Vol (bbl),54175900
11/01/2022,Federal,Onshore,Coal Prod Vol (tons),20495422
11/01/2022,Federal,Onshore,Oil Prod Vol (bbl),42566006
11/01/2022,Federal,Onshore,Gas Prod Vol (mcf),316316707
12/01/2022,Native American,Onshore,Gas Prod Vol (mcf),27304069
12/01/2022,Federal,Onshore,Gas Prod Vol (mcf),324738621
12/01/2022,Federal,Offshore,Gas Prod Vol (mcf),68819177
12/01/2022,Federal,Offshore,Oil Prod Vol (bbl),55709421
12/01/2022,Federal,Onshore,Coal Prod Vol (tons),18570175
12/01/2022,Native American,Onshore,Coal Prod Vol (tons),641217
12/01/2022,Native American,Onshore,Oil Prod Vol (bbl),5633427
12/01/2022,Federal,Onshore,Oil Prod Vol (bbl),43230355
01/01/2023,Federal,Offshore,Gas Prod Vol (mcf),73463778
01/01/2023,Federal,Offshore,Oil Prod Vol (bbl),59508050
01/01/2023,Federal,Onshore,Coal Prod Vol (tons),21591735
01/01/2023,Federal,Onshore,Oil Prod Vol (bbl),44208796
01/01/2023,Native American,Onshore,Gas Prod Vol (mcf),28239991
01/01/2023,Native American,Onshore,Oil Prod Vol (bbl),6032135
01/01/2023,Native American,Onshore,Coal Prod Vol (tons),706656
01/01/2023,Federal,Onshore,Gas Prod Vol (mcf),328226906
02/01/2023,Native American,Onshore,Gas Prod Vol (mcf),25817924
02/01/2023,Federal,Onshore,Coal Prod Vol (tons),19290111
02/01/2023,Federal,Offshore,Gas Prod Vol (mcf),64464216
02/01/2023,Native American,Onshore,Coal Prod Vol (tons),565500
02/01/2023,Federal,Offshore,Oil Prod Vol (bbl),52083631
02/01/2023,Federal,Onshore,Gas Prod Vol (mcf),293312572
02/01/2023,Native American,Onshore,Oil Prod Vol (bbl),5702303
02/01/2023,Federal,Onshore,Oil Prod Vol (bbl),40364895
03/01/2023,Federal,Onshore,Coal Prod Vol (tons),20519713
03/01/2023,Federal,Onshore,Gas Prod Vol (mcf),332069190
03/01/2023,Federal,Onshore,Oil Prod Vol (bbl),45211311
03/01/2023,Federal,Offshore,Gas Prod Vol (mcf),69784103
03/01/2023,Federal,Offshore,Oil Prod Vol (bbl),58400639
03/01/2023,Native American,Onshore,Coal Prod Vol (tons),512160
03/01/2023,Native American,Onshore,Oil Prod Vol (bbl),6191625
03/01/2023,Native American,Onshore,Gas Prod Vol (mcf),28554917
04/01/2023,Native American,Onshore,Oil Prod Vol (bbl),5888131
04/01/2023,Native American,Onshore,Gas Prod Vol (mcf),28617685
04/01/2023,Federal,Onshore,Coal Prod Vol (tons),19738154
04/01/2023,Federal,Onshore,Oil Prod Vol (bbl),43837639
04/01/2023,Federal,Onshore,Gas Prod Vol (mcf),320201882
04/01/2023,Federal,Offshore,Oil Prod Vol (bbl),52664667
04/01/2023,Federal,Offshore,Gas Prod Vol (mcf),63892630
04/01/2023,Native American,Onshore,Coal Prod Vol (tons),660004
05/01/2023,Federal,Offshore,Oil Prod Vol (bbl),53650969
05/01/2023,Federal,Onshore,Coal Prod Vol (tons),18278079
05/01/2023,Federal,Onshore,Oil Prod Vol (bbl),45079439
05/01/2023,Federal,Onshore,Gas Prod Vol (mcf),335602583
05/01/2023,Native American,Onshore,Coal Prod Vol (tons),447970
05/01/2023,Native American,Onshore,Oil Prod Vol (bbl),6329987
05/01/2023,Native American,Onshore,Gas Prod Vol (mcf),30219594
05/01/2023,Federal,Offshore,Gas Prod Vol (mcf),61705879
06/01/2023,Federal,Offshore,Oil Prod Vol (bbl),55638620
06/01/2023,Federal,Offshore,Gas Prod Vol (mcf),61610701
06/01/2023,Native American,Onshore,Coal Prod Vol (tons),694492
06/01/2023,Native American,Onshore,Oil Prod Vol (bbl),5874075
06/01/2023,Native American,Onshore,Gas Prod Vol (mcf),28758590
06/01/2023,Federal,Onshore,Coal Prod Vol (tons),18125656
06/01/2023,Federal,Onshore,Oil Prod Vol (bbl),43617113
06/01/2023,Federal,Onshore,Gas Prod Vol (mcf),324595089
07/01/2023,Native American,Onshore,Coal Prod Vol (tons),690350
07/01/2023,Federal,Onshore,Gas Prod Vol (mcf),319394292
07/01/2023,Federal,Onshore,Oil Prod Vol (bbl),43696556
07/01/2023,Federal,Onshore,Coal Prod Vol (tons),20869903
07/01/2023,Federal,Offshore,Gas Prod Vol (mcf),64739601
07/01/2023,Federal,Offshore,Oil Prod Vol (bbl),60014658
07/01/2023,Native American,Onshore,Gas Prod Vol (mcf),29798462
07/01/2023,Native American,Onshore,Oil Prod Vol (bbl),6010046
08/01/2023,Federal,Offshore,Gas Prod Vol (mcf),64405100
08/01/2023,Native American,Onshore,Gas Prod Vol (mcf),29368718
08/01/2023,Federal,Onshore,Gas Prod Vol (mcf),333868714
08/01/2023,Federal,Onshore,Oil Prod Vol (bbl),45888951
08/01/2023,Federal,Onshore,Coal Prod Vol (tons),22168388
08/01/2023,Federal,Offshore,Oil Prod Vol (bbl),58482917
08/01/2023,Native American,Onshore,Oil Prod Vol (bbl),6027890
08/01/2023,Native American,Onshore,Coal Prod Vol (tons),752954
09/01/2023,Native American,Onshore,Gas Prod Vol (mcf),28534693
09/01/2023,Federal,Offshore,Oil Prod Vol (bbl),59568171
09/01/2023,Federal,Offshore,Gas Prod Vol (mcf),65708488
09/01/2023,Federal,Onshore,Coal Prod Vol (tons),20445246
09/01/2023,Federal,Onshore,Oil Prod Vol (bbl),45331676
09/01/2023,Federal,Onshore,Gas Prod Vol (mcf),324695960
09/01/2023,Native American,Onshore,Coal Prod Vol (tons),476298
09/01/2023,Native American,Onshore,Oil Prod Vol (bbl),6109307
10/01/2023,Federal,Offshore,Oil Prod Vol (bbl),60330599
10/01/2023,Native American,Onshore,Coal Prod Vol (tons),625178
10/01/2023,Federal,Onshore,Coal Prod Vol (tons),18939701
10/01/2023,Federal,Onshore,Oil Prod Vol (bbl),48155059
10/01/2023,Federal,Onshore,Gas Prod Vol (mcf),341170194
10/01/2023,Native American,Onshore,Gas Prod Vol (mcf),29600471
10/01/2023,Native American,Onshore,Oil Prod Vol (bbl),6235183
10/01/2023,Federal,Offshore,Gas Prod Vol (mcf),64325267
11/01/2023,Native American,Onshore,Coal Prod Vol (tons),462029
11/01/2023,Federal,Onshore,Gas Prod Vol (mcf),338336308
11/01/2023,Native American,Onshore,Gas Prod Vol (mcf),28409619
11/01/2023,Native American,Onshore,Oil Prod Vol (bbl),6120866
11/01/2023,Federal,Offshore,Oil Prod Vol (bbl),55909828
11/01/2023,Federal,Offshore,Gas Prod Vol (mcf),61711026
11/01/2023,Federal,Onshore,Oil Prod Vol (bbl),48495067
11/01/2023,Federal,Onshore,Coal Prod Vol (tons),20386262
12/01/2023,Native American,Onshore,Oil Prod Vol (bbl),6346411
12/01/2023,Native American,Onshore,Coal Prod Vol (tons),219702
12/01/2023,Federal,Offshore,Oil Prod Vol (bbl),57608193
12/01/2023,Federal,Offshore,Gas Prod Vol (mcf),64977727
12/01/2023,Federal,Onshore,Coal Prod Vol (tons),20459165
12/01/2023,Federal,Onshore,Oil Prod Vol (bbl),49802967
12/01/2023,Federal,Onshore,Gas Prod Vol (mcf),353708868
12/01/2023,Native American,Onshore,Gas Prod Vol (mcf),29680945
01/01/2024,Federal,Onshore,Coal Prod Vol (tons),17565604
01/01/2024,Federal,Onshore,Oil Prod Vol (bbl),47975024
01/01/2024,Federal,Onshore,Gas Prod Vol (mcf),343092578
01/01/2024,Federal,Offshore,Gas Prod Vol (mcf),63836985
01/01/2024,Native American,Onshore,Oil Prod Vol (bbl),5526787
01/01/2024,Native American,Onshore,Coal Prod Vol (tons),494348
01/01/2024,Federal,Offshore,Oil Prod Vol (bbl),54471903
01/01/2024,Native American,Onshore,Gas Prod Vol (mcf),27065802
02/01/2024,Native American,Onshore,Oil Prod Vol (bbl),6028658
02/01/2024,Federal,Onshore,Coal Prod Vol (tons),18003288
02/01/2024,Federal,Onshore,Oil Prod Vol (bbl),47552729
02/01/2024,Federal,Onshore,Gas Prod Vol (mcf),331454522
02/01/2024,Native American,Onshore,Gas Prod Vol (mcf),27175487
02/01/2024,Native American,Onshore,Coal Prod Vol (tons),624662
02/01/2024,Federal,Offshore,Oil Prod Vol (bbl),52772909
02/01/2024,Federal,Offshore,Gas Prod Vol (mcf),58826743
03/01/2024,Native American,Onshore,Gas Prod Vol (mcf),28980821
03/01/2024,Native American,Onshore,Oil Prod Vol (bbl),6216868
03/01/2024,Native American,Onshore,Coal Prod Vol (tons),580643
03/01/2024,Federal,Onshore,Coal Prod Vol (tons),15502604
03/01/2024,Federal,Onshore,Oil Prod Vol (bbl),51540081
03/01/2024,Federal,Onshore,Gas Prod Vol (mcf),353617947
03/01/2024,Federal,Offshore,Oil Prod Vol (bbl),56103239
03/01/2024,Federal,Offshore,Gas Prod Vol (mcf),58600604
04/01/2024,Federal,Onshore,Oil Prod Vol (bbl),49807971
04/01/2024,Federal,Onshore,Coal Prod Vol (tons),13068575
04/01/2024,Native American,Onshore,Oil Prod Vol (bbl),6224322
04/01/2024,Native American,Onshore,Coal Prod Vol (tons),401356
04/01/2024,Federal,Offshore,Oil Prod Vol (bbl),56092200
04/01/2024,Federal,Offshore,Gas Prod Vol (mcf),60980728
04/01/2024,Native American,Onshore,Gas Prod Vol (mcf),28222071
04/01/2024,Federal,Onshore,Gas Prod Vol (mcf),339036698
05/01/2024,Federal,Onshore,Oil Prod Vol (bbl),51773543
05/01/2024,Federal,Onshore,Coal Prod Vol (tons),14427722
05/01/2024,Native American,Onshore,Gas Prod Vol (mcf),29049257
05/01/2024,Native American,Onshore,Oil Prod Vol (bbl),6284077
05/01/2024,Native American,Onshore,Coal Prod Vol (tons),522568
05/01/2024,Federal,Offshore,Oil Prod Vol (bbl),56098924
05/01/2024,Federal,Offshore,Gas Prod Vol (mcf),57923447
05/01/2024,Federal,Onshore,Gas Prod Vol (mcf),350474700
06/01/2024,Native American,Onshore,Oil Prod Vol (bbl),6170513
06/01/2024,Native American,Onshore,Gas Prod Vol (mcf),27524853
06/01/2024,Federal,Onshore,Oil Prod Vol (bbl),49756996
06/01/2024,Federal,Onshore,Coal Prod Vol (tons),15736470
06/01/2024,Federal,Onshore,Gas Prod Vol (mcf),342826598
06/01/2024,Federal,Offshore,Oil Prod Vol (bbl),54785171
06/01/2024,Federal,Offshore,Gas Prod Vol (mcf),59054844
06/01/2024,Native American,Onshore,Coal Prod Vol (tons),319776
07/01/2024,Federal,Onshore,Gas Prod Vol (mcf),354425167
07/01/2024,Federal,Offshore,Oil Prod Vol (bbl),57033488
07/01/2024,Native American,Onshore,Coal Prod Vol (tons),625693
07/01/2024,Federal,Offshore,Gas Prod Vol (mcf),62548227
07/01/2024,Federal,Onshore,Coal Prod Vol (tons),17401198
07/01/2024,Native American,Onshore,Oil Prod Vol (bbl),6708346
07/01/2024,Native American,Onshore,Gas Prod Vol (mcf),29042653
07/01/2024,Federal,Onshore,Oil Prod Vol (bbl),51404143
